,title,lastrevid
56363842,Khamphoui Sisavatdy,1055485895.0
42635540,Beness Aijo,1115384557.0
69026626,Ojārs Ēriks Kalniņš,1114677402.0
71252077,Vilhelms Munters,1099643612.0
4284492,Andrievs Niedra,1093568731.0
20447534,Voldemārs Ozols,1089997466.0
38167199,Pēteris Pētersons,1020741324.0
65610960,Pavels Rebenoks,1105550921.0
4036395,Krišjānis Valdemārs,1114306933.0
64063989,Jānis Vitenbergs,1096717048.0
64754620,Marwan Abboud,1104776395.0
37991223,Ibrahim al-Abdallah,1007918670.0
69309184,Abdulhamid Al-Rafi’i,1100044792.0
57116245,Massoud Achkar,1115525099.0
70310181,Anwar al-Fatayri,1115642400.0
1761597,Shakib Arslan,1115642434.0
67177317,Ahmed Kamel Asaad,1036681388.0
45402560,Asmar Asmar,934139580.0
37070162,Hanna Atik,1111318051.0
57349464,Mahmoud Awad,1086014873.0
54411747,Jean Aziz,1055786114.0
37991365,As'ad Adib Bayudh,1033948424.0
39900944,Emile Bustani,1078969693.0
57116591,Nicolas Chammas,1095167423.0
57340707,Henri Chedid,1102381471.0
57344594,Faisal Daoud,1115642474.0
50892788,Jad Demian,1056836850.0
40647752,Sarkis Dkhrouni,1093486151.0
9590626,Michel Elefteriades,1105966086.0
67179084,Inaya Ezzeddine,1091807058.0
2187674,Mohammad Hussein Fadlallah,1111766120.0
45401855,Fakhr Fakhr,1033947740.0
67140954,Tony Frangieh Jr.,1114991501.0
51504271,Nabil de Freige,1106121049.0
59118051,Nicolas Ghosn,1113773407.0
36316256,Mohammad Al Hajj Hassan,971823427.0
67074962,Wassef El Harakeh,1087959246.0
57112423,Ziad Hawat,1099448932.0
9123391,Saadallah Howayek,986027008.0
59723805,Mohsen Ibrahim,1101183010.0
69159336,Gabriel Issa,1054082287.0
40560841,Nazira Jumblatt,1115642510.0
61370366,Violette Khairallah Safadi,1110769392.0
37936207,Anwar al-Khatib (Lebanon),1020172334.0
67396400,Albert Kostanian,1100952098.0
1976430,Assad Kotaite,1065535329.0
2400293,Ibrahim Kulaylat,1114649835.0
67207853,Cesar Maalouf,1115225460.0
4151243,Fadi Makki,1112425111.0
10795469,Chibli Mallat,1114673252.0
53782340,Chadi Massaad,1080949991.0
57264513,Kayssar Moawad,972676618.0
70594199,Muhammad Jamil Bayyuhum,1112086069.0
67167035,Georges Naccache,1099005110.0
70708838,Edmond Naïm,1112346030.0
70208784,Naoum Labaki,1094361748.0
45401095,Chafic Nassif,1096934466.0
21456391,Mohamad Osseiran,1090135871.0
41104116,Vahan Papazian,1114420722.0
70464691,Philippe El Khazen,1105532168.0
70441428,Edmond Rizk,1096324706.0
67140843,Fady Saad,1033947667.0
66646179,Osama Saad,1102998707.0
71236736,Waddah Sadek,1100922577.0
42497534,Alice Shabtini,1059832647.0
6045734,Abu Youssef Sharqieh,762411418.0
69767943,Joseph Skaff,1095147871.0
70786068,Myriam Skaff,1105734768.0
69182063,Maurice Sleem,1114994320.0
36778379,Mounira Solh,1103683839.0
67279654,Fares Souaid,1091618473.0
67150188,Strong Lebanon,1111162572.0
67140831,Jean Talouzian,1115225277.0
67140813,Imad Wakim,1105568437.0
54429473,Amal Abou Zeid,1110787396.0
68846233,Tsepo Mzonethi,1090856440.0
69449125,Maphoka Motoboli,1060492645.0
68812964,Keketso Rantso,1081425950.0
59366095,Lebohang Thotanyane,988255983.0
27374881,Thomas Nimene Botoe,1032852481.0
58723888,Laurence Konmla Bropleh,1111811069.0
53187932,MacDella Cooper,1090905959.0
49214174,Ellen Corkrum,1073787199.0
53911456,Alexander B. Cummings Jr.,1082609064.0
47429852,Bernice Dahn,1065553283.0
5117540,Josiah Johnson (footballer),1077574201.0
3873122,Wesley Momo Johnson,1103796944.0
63681044,Roland B. Kai,1082873073.0
63446497,Boima Kamara,1085305979.0
26066699,J. Edwin Lloyd,1043104532.0
47569059,Momulu Massaquoi,1108938993.0
46880878,Nathaniel Varney Massaquoi,1102401865.0
67707149,Edward B. McClain Jr.,1064569309.0
38024914,Eugene Lenn Nagbe,1083251751.0
4978699,John Brown Russwurm,1094234122.0
64006663,Clarence Lorenzo Simpson Jr.,1105954487.0
54694081,Jeremiah Sulunteh,1083116492.0
6166164,Alaric Tokpa,1109480786.0
52888304,E. Reginald Townsend,1097308313.0
15727732,Blahsue Vonleh,966652408.0
41582654,Tom Woewiyu,1106530241.0
71626627,Abdullah al-Lafi,1110626129.0
19984056,Ahmed Rafiq Almhadoui,980219181.0
30995677,Mohamed Abulasʽad El-ʽAlem,978820765.0
40967843,Abd-Rabbo al-Barassi,1115564159.0
60574209,Fathi Bashagha,1115685809.0
46565888,Mohamed Ben Ghalbon,1045780839.0
33236971,Ahmad Bishti,988068224.0
66630481,Abdul Hamid Dbeibeh,1115564238.0
33441663,Ehtuish Ehtuish,1095905433.0
56093930,Mohamed Eshtewi,1115570928.0
62118432,Ahmed Gaddaf al-Dam,1111251503.0
47154187,Hisham Ben Ghalbon,983057293.0
31227894,Khalifa Haftar,1115568588.0
52969112,El Waer Hakim,1115555771.0
42268455,Ibrahim Jadhran,1115566993.0
70912988,Leila bin Khalifa,1115568631.0
51085315,Al-Aref al-Khoga,1115564594.0
52867402,Musa Al-Koni,1114169303.0
66630532,Mohamed al-Menfi,1113266300.0
69679591,Abd al-Mawla Naqi,1088160861.0
34629045,Abdullah Naker,1115573103.0
16587636,Aref Ali Nayed,1115553975.0
37016089,Abdel Wahab Qaid,1077575299.0
32455433,Ali Sahli,997716381.0
48581676,Bashir Saadawi,1097982743.0
48591130,Fayez al-Sarraj,1115566067.0
5423810,Mohammed El Senussi,1115570955.0
50082248,Abdulrahman Sewehli,1041934642.0
38556608,Ashour Suleiman Shuwail,1062396177.0
51085392,Mohamed Taha Siala,1040410236.0
52659767,Alfons Goop,1030085950.0
6786342,Peter Kaiser (historian),1086304418.0
24962656,Aleksandras Ambrazevičius,1055137919.0
24962681,Leonas Apšega,1055138262.0
20573208,Mykolas Arlauskas,1102542977.0
20573634,Rimantas Astrauskas,1055138314.0
64312697,Adomas Ąžuolas Audickas,1034971366.0
67740135,Edminas Bagdonas,1107087749.0
24962693,Zbignev Balcevič,1067686942.0
24962695,Vilius Baldišis,1055138352.0
24962723,Vladimiras Beriozovas,1081645523.0
1371118,Kazys Boruta,1111128086.0
10211516,Dalius Čekuolis,981172806.0
18602753,Virgilijus Čepaitis,1055139334.0
29307696,Jan Ciechanowicz,1113206685.0
28427933,Audra Dagelytė,978650593.0
43021555,Juozas Gabrys,1110562273.0
24962785,Balys Gajauskas,1055139477.0
24968708,Bronislovas Genzelis,1081643813.0
24968751,Eimantas Grakauskas,1081646343.0
24968756,Kęstutis Grinius,1096138707.0
56287576,Šarūnas Gustainis,1108456889.0
24968793,Gintautas Iešmantas,1055139730.0
24968808,Stanislovas Gediminas Ilgūnas,1055139813.0
18531384,Martynas Jankus,989879897.0
24968811,Albinas Januška,1065010470.0
20697567,Jurgis Jurgelis,1090998151.0
24931087,Antanas Karoblis,1016154111.0
24931079,Juozas Karvelis,1092210484.0
20663447,Vytautas Kolesnikovas,1098843848.0
4204665,Szymon Konarski,1047077008.0
24931042,Stasys Kropas,978236314.0
9364291,Petras Kubiliūnas,1102814878.0
24931037,Česlovas Kudaba,1051528968.0
24931028,Algirdas Kumža,1095333348.0
70859817,Dalia Kuodytė,1089537824.0
24931012,Bronius Kuzmickas,1115418532.0
24930931,Jonas Liaučius,1020554126.0
46334406,Zita Loseva,1108440479.0
71883306,Stasys Lozoraitis (junior),1113338752.0
24930920,Jonas Mačys,1018920109.0
65805762,Mykolas Majauskas,1115428484.0
65943780,Vytautas Matulevičius,1091859390.0
71000346,Deividas Matulionis,1101102702.0
39917035,Darius Mažintas,978234421.0
1729811,Visvaldas Mažonas,1111828286.0
24928482,Albertas Miškinis,1091314043.0
20664490,Donatas Morkūnas,1090323288.0
1222419,Mindaugas Murza,1023934564.0
24928443,Algimantas Norvilas,1100321449.0
33617760,Grzegorz Antoni Ogiński,1104130589.0
24928412,Vytautas Paliūnas,989408024.0
20730005,Rolandas Paulauskas,1020295832.0
24928362,Eugenijus Petrovas,1090157894.0
24928352,Virginijus Pikturna,1110987732.0
24928285,Petras Poškus,1105344855.0
24928262,Vidmantas Povilionis,978236741.0
19960619,Antanas Purėnas,1053162971.0
24615351,Liudvikas Narcizas Rasimavičius,978229778.0
24615341,Liudvikas Saulius Razma,1108537637.0
24615331,Kęstutis Rimkus,1084581486.0
24615312,Romualdas Rudzys,1078622083.0
24615251,Valerijonas Šadreika,1016659563.0
24615290,Kazimieras Saja,1089760495.0
40030731,Józef Sapieha,1005625450.0
24601619,Gediminas Šerkšnys,1019817150.0
24615273,Liudvikas Simutis,1020199058.0
24601598,Jonas Tamulis,1020058624.0
24601578,Vladas Terleckas,1001712089.0
24601505,Zigmas Vaišvila,1090444812.0
20663595,Rimvydas Valatka,1097742567.0
24601489,Birutė Valionytė,1115082962.0
24601474,Povilas Varanauskas,1115085817.0
68698620,Iosif Vareikis,1095024223.0
24601457,Eduardas Vilkas,1051384630.0
22996527,Povilas Višinskis,1080541534.0
24601436,Alfonsas Žalys,1051529875.0
41087939,Nicolas Biever,1040168986.0
12973618,René Blum (politician),1098326089.0
16995987,Dominique Brasseur,1036127322.0
16933116,Xavier Brasseur,1095247221.0
41087982,Jean-Pierre Büchler,972475222.0
41485325,Corinne Cahen,1091081009.0
28319323,Sven Clement,1106657885.0
41086871,Émile Colling,1093095448.0
64831501,Lex Delles,1096618433.0
52223317,Carole Dieschbourg,1108005686.0
13130837,Norbert Dumont,1098325935.0
41087908,Paul Elvinger,1105609969.0
39395906,Frank Engel (politician),1067686448.0
5158552,Jean Ersfeld,1045766144.0
41622249,Johannes Olav Fallize,1098325847.0
64855424,Marc Hansen (politician),972541291.0
41223034,Aloyse Hentgen,1033045810.0
64831175,Dan Kersch,1100444711.0
65315628,Fred Keup,1098325820.0
41089475,Guillaume Konsbruck,1032222770.0
1049633,Damian Kratzenberg,1109668652.0
41089368,Pierre Krier,1025075327.0
40730741,Léon de la Fontaine,989275202.0
34011078,Andy Maar,1083972057.0
24037523,Norbert Metz,1098326093.0
48848400,Maggy Nagel,972402515.0
41104875,Camille Ney,972474614.0
41222999,Alphonse Osch,1011079244.0
43325806,Roy Reding,1098325858.0
41087873,Émile Schaus,1011079294.0
66942568,Meris Šehović,1090540880.0
6156000,Émile Servais,1021508291.0
45717689,Joe Thein,1106126986.0
25214613,Jean Ulveling,1044934913.0
41094334,Dominique Urbany,1011079343.0
41094402,René Urbany,1035637714.0
13081995,Jup Weber,1103547818.0
46910022,Augustin Andriamananoro,1088440296.0
66706277,Andriamihaja,1049859568.0
32064766,Gilbert Annette,1074411018.0
13456795,Azaly Ben Marofo,1015779867.0
31938513,Laurent Botokeky,1052355009.0
13865254,Monja Jaona,1036147967.0
31938631,Ralijaona Laingo,1025261917.0
54258630,Lucien Xavier Michel-Andrianarahinjaka,1058321016.0
20344990,Jacques Rabemananjara,1110634693.0
46185621,Césaire Rabenoro,1061411568.0
21439455,Bruno Rajaonson,1109478359.0
69333074,Patrick Rajoelina,1093046293.0
18745654,Jean Ralaimongo,1110879918.0
31938582,Pierre Ramampy,1028215428.0
54202295,Hyppolite Ramaroson,1099375685.0
56557688,Nadine Ramaroson,1096471853.0
31938425,Jonah Ranaivo,1078436404.0
21905397,Mamy Ranaivoniarivo,1098113446.0
56305804,Michel Randria,1015780786.0
876922,Marcel Ranjeva,1109937144.0
38739697,Roseline Emma Rasolovoahangy,1089223300.0
68103373,Ratsitatanina,1036475970.0
21970847,Lalao Ravalomanana,1113003603.0
31938374,Mahasumpo Raveloson,1089036415.0
24290121,Benja Razafimahaleo,1072140578.0
32850136,Honoré N. Razafindramiandra,1089940988.0
34540419,Andre Resampa,1073329416.0
10623517,Christian Rémi Richard,1112933791.0
24757065,Albert Sylla,1075808888.0
31938547,Norbert Zafimahova,1015780135.0
2295777,Attati Mpakati,1108000857.0
40230193,Albert Muwalo,1114849569.0
33119810,Cornelius Mwalwanda,1105542555.0
33119600,Kingsely Namakhwa,1064384238.0
35483536,Mary Shawa,1112290811.0
20160920,James John Skinner,1113854291.0
29041307,Michael Usi,1107660890.0
8254974,Abang Haji Abdillah,1056543425.0
68165779,Abdul Ghani Mohamed Yassin,1113182866.0
69932132,Abdul Manaf Hashim,1090466536.0
19814966,Abdullah CD,1110169461.0
48355104,Abu Samah Mohd Kassim,1110963661.0
68570517,Ahmad Johnie Zawawi,1044948332.0
27232333,Ahmad Zaidi Adruce,1099900353.0
8463228,Kontik Kamariah Ahmad,1110357674.0
13736141,Zainal Abidin Ahmad (writer),1113287141.0
65602341,Aidi Moktar,1090469435.0
65508097,Aliasgar Basri,1095268056.0
53400215,Abdul Rahman Andak,1104820799.0
65611826,Arifin Asgali,1044383047.0
65483689,Assaffal P. Alian,1099124313.0
64496468,Awang Tengah Ali Hasan,1113182818.0
70993139,Aznel Ibrahim,1110533050.0
47726562,R. G. Balan,1110533095.0
42256650,Abdul Aziz bin Husain,971530690.0
67108494,Chai Kim Sen,1106368685.0
39375581,Chen Tien,1031735962.0
1244895,Chin Peng,1107270533.0
19085956,Chong Ted Tsiung,1108544226.0
69930322,Chong Zhemin,1095389334.0
48773829,Lily Eberwein,1108044673.0
65465151,Ellron Alfred Angin,1113511050.0
23307254,Eu Chooi Yip,1070490957.0
17634111,Shamsiah Fakeh,1101748227.0
2194484,Fong Chong Pik,1001009224.0
65465832,Ghulamhaidar Khan,1075437508.0
71011546,Gopalakrishnan Subramaniam,1110053029.0
67409228,Guan Dee Koh Hoi,1100039608.0
65449085,Joachim Gunsalam,1114400966.0
65424794,Hajiji Noor,1115441744.0
47547652,Najwan Halimi,1111870236.0
65611438,Hamisa Samat,1113042660.0
40249948,Heah Joo Seang,1090938871.0
38708279,Hii King Chiong,1027073601.0
38426416,Akmar Hisham,1107461682.0
43042091,Hishamuddin Rais,1089314868.0
8248183,Hasnoor Hussein,1077836051.0
5445205,Ishak Haji Muhammad,1035141510.0
64678288,Rozman Isli,1108497849.0
46399552,Mazlan Ismail,1113193039.0
67545414,Ahmad Kamil Jaafar,1113197409.0
65478445,Jefridin Atan,1106337099.0
68512238,John Ambrose (politician),1112592341.0
55493197,Kassim Ahmad,1090209181.0
71015996,Keshvinder Singh,1108756333.0
11895948,Devaki Krishnan,1104869132.0
65602211,Jennifer Lasimbang,1073057505.0
19551626,Lau Pak Khuan,1058822389.0
15852814,Lau Yew,1088062798.0
38779015,Azlan Mohd Lazim,968561996.0
56917626,Lee Kiat Lee,1099721190.0
43889280,Philip Lee Tau Sang,1090146763.0
70995400,Lim Siew Khim,1109999547.0
65910032,Lim Ban Hong,1077836086.0
55093574,Oscar Ling,1113183873.0
10415680,Liou Chen Kuang,1052006400.0
68571150,Lukanisman Awang Sauni,1099663583.0
6879002,Rashid Maidin,1092905349.0
65441315,Masidi Manjun,1102291819.0
65458563,Masiung Banah,1112581071.0
49862917,N.K. Menon,1097999475.0
70405807,Mohamad Fazli Mohamad Salleh,1110532542.0
71025063,Mohamad Noor Dawoo,1110532561.0
71020893,Mohamad Zaim Abu Hassan,1110532586.0
69936048,Mohamad Zuraimi Razali,1110019509.0
70059637,Mohd Osman Mohd Jailu,1110019382.0
55537609,John Victor Morais,1095635753.0
69485228,Muhammad Faiz Fadzil,1111890340.0
71026519,Muhd Fadhil Nuruddin,1110532712.0
65460355,Muis Picho,1090461411.0
71015707,Ng Lam Hua,1114406039.0
70405546,Khairin Nisa,1110532690.0
71015145,Ong Kow Meng,1110227480.0
5590630,Samsudin Osman,1101069822.0
7126322,K. Pathmanaban,1050612192.0
65477619,Peter Anthony,1090082414.0
58006661,Mamad Puteh,1104359904.0
69047260,Ras Adiba Radzi,1110892125.0
71000755,Raja Ahmad Zainuddin Raja Omar,1093072163.0
65603048,Rasinin Kautis,1059926880.0
68512347,Razali Idris,1052007243.0
71025726,Ronnie Liu Tian Khiew,1115455383.0
2545676,Abang Muhammad Salahuddin,1097436370.0
65489391,Jaujan Sambakong,1095150670.0
65485894,Sarifuddin Hata,1090469603.0
36823593,Sedomon Gunsanad Kina,1107695722.0
60044263,See Chee How,1113114002.0
69150297,Ajis Sitin,1087994159.0
39258880,Murugesan Sinnandavar,1102947032.0
8031054,Hashim Suboh,1062795670.0
66079571,Abdul Rahman Sulaiman,1110686188.0
65482609,Arunarsin Taib,1109410129.0
22390112,Tan Keng Liang,1052007347.0
12237229,Nathaniel Tan,1106899406.0
2353239,Lai Teck,1113084195.0
47709082,Kamarulzaman Teh,1111469791.0
68170006,Teng Chang Yeow,1105707535.0
38932400,Jason Teoh,1097385777.0
48927677,R.S. Thanenthiran,1105856407.0
65596908,Uda Sulai,1095616919.0
34232837,Sukarti Wakiman,1093149014.0
70994597,Wan Mohamed Wan Teh,1095237082.0
57509255,Wan Rosdy Wan Ismail,1108769286.0
68570763,Wilson Ugak Kumbong,1110532734.0
21577288,Eli Wong,683715284.0
5662717,Ibrahim Yaacob,1087075628.0
22908416,Ismail Yaacob,1077828032.0
69525098,Loke Yuen Yow,1110532900.0
67842229,Yusnan Yusof,1110020386.0
47141193,Ahmed Adeeb,1106334283.0
38957538,Ilham Ahmed,1106063792.0
64433229,Ahmed Shiaan,1067997084.0
56099374,Mohamed Asim,955470814.0
69889432,Ahmed Faris Maumoon,1102160506.0
50900978,Abdulla Jihad,1089747576.0
38954903,Abdul Majeed Mahir,1106388324.0
38957690,Ahmed Mahloof,1078645831.0
28965284,Reeko Moosa Manik,1107779437.0
50968331,Abdulla Maseeh Mohamed,1059204112.0
52618775,Mohamed Ashmalee,1111595852.0
66692242,Sharif Mohamed,1083923279.0
58741493,Aishath Nahula,1089278693.0
58576861,Faisal Naseem,1107172292.0
65218211,Nazra Naseem,1078645574.0
37151585,Abdulla Shahid,1115407303.0
64426592,Shidhatha Shareef,1017388783.0
35086725,Mohammed Waheed Deen,1044202943.0
69717664,Umar Zahir (politician),1100415861.0
15857636,Muad Mohamed Zaki,1005292519.0
64382123,Moosa Zameer,1021848119.0
65501961,Zahiya Zareer,1088366275.0
55729181,Alwata Ichata Sahi,1063977010.0
50334440,Sangaré Niamoto Ba,1114946966.0
55725479,Siby Ginette Bellegarde,1053500952.0
39865116,Cheick Bougadary Traoré,1062893043.0
39081781,Dramane Dembélé,1106209182.0
31848077,Hamadoun Dicko,1003750425.0
39868970,Mamadou Djigué,1053500397.0
31865666,Amadou Doucoure,1006368886.0
69196026,Ly Taher Dravé,1104316510.0
69195991,Diabaté Fatoumata Guindo,1070268003.0
31866219,Mahamane Haidara,1020670814.0
39868761,Jamille Bittar,1062893055.0
31874865,Mamadou Konaté,1070022832.0
3528990,Garan Fabou Kouyate,1107811823.0
31865543,Mamadou M'Bodje,1093590895.0
39869026,Achérif Ag Mohamed,1053498169.0
66547108,Zeïni Moulaye,1103491147.0
55725315,N'Diaye Ramatoulaye Diallo,1112669298.0
22376940,Yeah Samake,1095147868.0
56646932,Foutanga Babani Sissoko,1104202484.0
1709204,Ousmane Sy,1053500811.0
393550,Amadou Toumani Touré,1078564743.0
34086339,Demba Traoré (politician),1053499445.0
69195957,Salimata Traoré,1074144594.0
65002050,Ismaël Wagué,1053499897.0
23013415,Anthony Borg Barthet,1050188755.0
39099384,Leo Brincat,1101776347.0
69742314,Clyde Caruana,1111217031.0
2296653,Manwel Dimech,1105882271.0
17249140,Pierre Jean Louis Ovide Doublet,1115571537.0
65562666,Anton Tabone,1111217502.0
68955308,Stefan Zrinzo Azzopardi,1108276267.0
52397071,Atlan Anien,1100471245.0
46834902,Tony deBrum,1100736328.0
46871701,Thomas Heine,1077426554.0
46889499,Wilbur Heine,1083126087.0
46871650,Alvin Jacklick,1060943392.0
46889498,Michael Konelios,918907799.0
46871696,Dennis Momotaro,986965086.0
46890388,Rien Morris,1077426651.0
46889500,Hiroshi V. Yamamura,1077430389.0
41324329,Biram Dah Abeid,1102788224.0
69639209,Kane Hamidou Baba,1099633190.0
54140288,Horma Ould Babana,1058108012.0
69181864,Selama Mint Cheikhne Ould Lemrabott,1059633791.0
41342678,Mohamed Lemine Ch'bih Ould Cheikh Melainine,1047066142.0
68910904,Vatimetou Mint Khatry,1059724517.0
64236600,Patrick Assirvaden,1055794640.0
28222665,Anil Bachoo,1106359560.0
66158397,Antoine Bestel,1067871985.0
66962283,Rishon Bhadain,1100859250.0
34098325,Eddy J. Changkye,998060507.0
32134613,Joseph-François Charpentier de Cossigny,1065172397.0
59774285,Antoine Toussaint de Chazal,1106368152.0
3818842,Chief Commissioner of Rodrigues,1094321960.0
20088871,Louis Joseph Coralie,1058307177.0
22762040,Adrien d'Épinay,1100672866.0
44408830,Sangeet Fowdar,1105627649.0
44775487,Jagdish Koonjul,1087895987.0
32634612,Pritam Singh Mattan,1095531367.0
59478772,Cehl Meeah,1106562848.0
56815624,Moilin Jean Ah-Chuen,1101824013.0
2808254,Jean-Claude Pierre-Louis,1106156525.0
68257977,Charles Thomi Pitot,1101736663.0
7065190,Johnson Roussety,1099375055.0
62314426,Subhasnee,1081550590.0
636067,Emperor of Mexico,1049239572.0
55406683,Oleg Balan,1110953897.0
67618573,Vlad Bilețchi,1080658620.0
55407034,Vasile Bîtca,1092179435.0
61784436,Ion Ceban,1113298996.0
61281486,Vladimir Cebotari,1110952685.0
28348019,Ion Constantin Ciobanu,1110335884.0
28641633,Romulus Cioflec,1112985854.0
26437942,Alexandru Cotruță,1022104267.0
28640811,Emanuil Gavriliță,1107106697.0
34655150,Iuliana Gorea-Costin,1104915336.0
2073748,Andrei Ivanțoc,1089621148.0
26064601,Andrei Lupan,1106744592.0
28348486,Gheorghe Malarciuc,1108886194.0
27413577,Constantin Mimi,1110562362.0
62479078,Maria Postoico,1102599013.0
33777350,Nichita Smochină,1112022866.0
68519250,Andrei Spînu,1098562762.0
34353303,Leonid Talmaci,1087962283.0
47105581,Jean-Charles Allavena,1003397193.0
66533667,Laurent Anselmi,1115213350.0
15053744,Camille Blanc,1100905415.0
44006559,Robert Calcagno,1030845142.0
70620461,Jean Castellini,1084495128.0
29355227,Paul Demange (politician),1079067018.0
68432219,Catherine Fautrier,1106302712.0
39468066,Paul Masseron,1089373743.0
39517008,Laurent Nouvion,1011192042.0
47106093,Thierry Poyet,960140393.0
37404533,Jean-François Robillon,986531700.0
51082426,Christophe Steiner,1113747641.0
53958282,Gilles Tonelli,1114437692.0
61551089,Chilkhaajavyn Avday,1051560376.0
56868569,Babojab,1064992792.0
71618932,Dendeviin Terbishdagva,1109345670.0
924662,Tsakhiagiin Elbegdorj,1112768745.0
32806577,General Secretary of the Mongolian People's Party,1097929840.0
33277406,Diluwa Khutugtu Jamsrangjab,1025654841.0
31689286,Bayantömöriin Khaisan,1109488008.0
38679053,Mijiddorjiin Khanddorj,1100894691.0
64403920,Sonomyn Luvsangombo,1060881109.0
53102884,Tsendiin Mönkh-Orgil,1107438593.0
50152381,Luvsannamsrain Oyun-Erdene,1113655591.0
49361138,Dritan Abazović,1114648940.0
66172718,Božidar Bojović,1100211141.0
7692350,Jevrem Brković,1100427296.0
5240814,Predrag Bulatović,1109754194.0
65190234,Miodrag Davidović,1107963087.0
65250835,Vladimir Dobričanin,1030728031.0
48870894,Dobrilo Dedeić,696310078.0
1262717,Sekula Drljević,1109481661.0
70020204,Fatmir Gjeka,1111732314.0
62134932,Milutin Jelić,1051132831.0
31214498,Batrić Jovanović,1070488778.0
36626185,Jovan Kavarić,1030708917.0
64708352,Zdravko Krivokapić,1113234942.0
66172266,Vujica Lazović,1108706425.0
65767674,Vladimir Leposavić,1073191784.0
7307261,Stjepan Mitrov Ljubiša,1099266672.0
36633999,Stevan Lukačević,1030707781.0
10695183,Savić Marković Štedimlija,1113219745.0
50107018,Tarzan Milošević,1073191907.0
36634239,Iko Mirković,1030708648.0
39852202,Fuad Nimani,1098981453.0
63292085,Tomo P. Oraovac,1079702923.0
43432235,Darko Pajović,1070422891.0
57023872,Vladimir Pavićević,1114141220.0
58085118,Jovan Pavlović (minister),1081135207.0
42365317,Andrija Popović,1115370448.0
15047867,Evgenije Popović,1030727852.0
11497354,Novica Radović,1007749126.0
52529420,Miloš Radulović (politician),1077146911.0
36625882,Nešo Šćepović,1062865771.0
66233447,Budimir Šegrt,1073192213.0
66013673,Sergej Sekulović,1094030927.0
66823782,Aleksandar Stijović,1105170672.0
63418809,Lazar Tomanović,1006895064.0
25497497,Lujo Vojnović,1109082075.0
67272334,Dejan Vukšić,1067839020.0
68780425,Abdessamad Archane,1081123128.0
62331431,Abu Bakr Ibn Abi Zaid as-Slawi,1089705508.0
41768056,Mohamed Ali El Admi,1055102528.0
65863599,Mahjoubi Aherdane,1102542542.0
37478987,Ba Ahmed,1082884635.0
66871372,Moulay Ahmed Alaoui,1016144487.0
69329929,Abderrahmane Amalou,1098806861.0
64666043,Said Amzazi,1029955505.0
54440850,Mustapha Bakkoury,1081989390.0
5153149,Ahmed Balafrej,1112518587.0
32056168,Abdelouahed Belkeziz,1102921166.0
33261354,Moncef Belkhayat,1058789179.0
30872057,Mehdi Ben Barka,1101973891.0
69857418,Mohamed Benchaaboun,1105246740.0
68733235,Hakim Benchamach,1044626597.0
64294980,Ahmed Benjelloun,962930707.0
30263112,Omar Benjelloun,1082283546.0
47297836,Bouchaib Benlabsir,1115345188.0
41198937,Fadel Benyaich,1087860841.0
21783587,Driss Benzekri (activist),984611292.0
63589798,Abderrahim Bouabid,1103644711.0
64045994,M'hamed Boucetta,1112085455.0
30370167,Abdelghani Bousta,1094981501.0
33415142,Abdelhadi Boutaleb,1014544030.0
70246485,Brahim Boutaleb,1096298275.0
21879118,Miloud Chaabi,1100817341.0
70153627,Mohamed Haddou Chiguer,1096062110.0
41375292,Rochdi Chraibi,917898941.0
38613627,Mohammed al-Hajj ibn Abu Bakr al-Dila'i,1090172051.0
66898148,Anas Doukkali,1045066415.0
7291753,Khalihenna Ould Errachid,1067186300.0
67627315,Mohamed El Fassi,1077154633.0
9085181,Ahmed al-Hiba,1058971192.0
30748059,Ahmed ibn Abi Mahalli,1112552333.0
67282145,Abdellatif Jouahri,1067501606.0
5351466,Mohammed Kabbaj,1094200694.0
61878230,Abdellah Kadiri,1108478313.0
64339427,Muhammad al-Kattani,1088340779.0
26281751,Khnata bent Bakkar,1112728253.0
33865465,Mohand Laenser,1110541676.0
58777975,Fatima Marouan,1085899467.0
71760936,Mohamed Mehdi Bensaid,1112863129.0
71715806,Mohamed Sadiki,1112864122.0
226113,Mohammed VI of Morocco,1113314439.0
3876710,Abdelkrim Motii,956960749.0
36697233,Khalid Naciri,1097940143.0
28482753,Mohammed al-Makki al-Nasiri,1088024038.0
48842066,Zoulikha Nasri,1091797485.0
62030598,Abdelaziz El Omari,1103094488.0
68735333,Ilyas El Omari,1050980468.0
49417229,Chafik Rachadi,1064310999.0
33865760,Abdelwahed Radi,996655646.0
68687729,Mohammed Sajid (politician),1053936172.0
28621279,Sidi al-Ayachi,1095623946.0
36060961,Fathallah Sijilmassi,1095503216.0
37476423,Mohammed Allal Sinaceur,1047221771.0
63724267,Mohamed Belhassan Wazzani,1101462823.0
54255141,Nasser Zefzafi,1105784313.0
30259172,Abdellatif Zeroual,1074290663.0
54267738,Mohammed Ziane,1097940843.0
35103277,Yassir Znagui,1058407241.0
51813351,Brahim Zniber,1113578009.0
62003371,Mário Albino,1042139227.0
4895017,Carlos Cardoso (journalist),1108725761.0
1982107,Afonso Dhlakama,1104812135.0
2242841,Helder Francisco Malauene,1065685422.0
69973398,Nyeleti Brooke Mondlane,1110776630.0
35764932,Basilio Muhate,1087847457.0
52485833,Murade Isaac Murargy,1041131952.0
4670577,Tomaz Salomão,1105513966.0
