,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,confirmed_cases,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,rate
363,2021-04-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95067,1775,0.02,0.014,0.053,0.151,0.762,469.1
364,2021-04-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95466,1775,0.02,0.014,0.053,0.151,0.762,454.8
365,2021-04-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95842,1775,0.02,0.014,0.053,0.151,0.762,435.4
366,2021-04-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96164,1775,0.02,0.014,0.053,0.151,0.762,414.3
367,2021-04-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96411,1775,0.02,0.014,0.053,0.151,0.762,386.4
368,2021-04-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96748,1775,0.02,0.014,0.053,0.151,0.762,369.0
369,2021-04-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97118,1775,0.02,0.014,0.053,0.151,0.762,369.2
370,2021-04-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97483,1775,0.02,0.014,0.053,0.151,0.762,371.6
371,2021-04-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97885,1775,0.02,0.014,0.053,0.151,0.762,375.5
372,2021-04-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98258,1775,0.02,0.014,0.053,0.151,0.762,360.1
373,2021-04-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98483,1775,0.02,0.014,0.053,0.151,0.762,341.6
374,2021-04-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98660,1775,0.02,0.014,0.053,0.151,0.762,319.4
375,2021-04-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98913,1775,0.02,0.014,0.053,0.151,0.762,307.1
376,2021-04-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99235,1775,0.02,0.014,0.053,0.151,0.762,307.1
377,2021-04-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99542,1775,0.02,0.014,0.053,0.151,0.762,313.1
378,2021-04-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99780,1775,0.02,0.014,0.053,0.151,0.762,303.2
379,2021-04-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100060,1775,0.02,0.014,0.053,0.151,0.762,294.2
380,2021-04-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100210,1775,0.02,0.014,0.053,0.151,0.762,272.7
381,2021-04-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100215,1775,0.02,0.014,0.053,0.151,0.762,233.0
382,2021-04-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100407,1775,0.02,0.014,0.053,0.151,0.762,214.9
383,2021-04-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100594,1775,0.02,0.014,0.053,0.151,0.762,211.1
384,2021-04-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100826,1775,0.02,0.014,0.053,0.151,0.762,216.6
385,2021-04-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100988,1775,0.02,0.014,0.053,0.151,0.762,207.5
386,2021-05-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101120,1775,0.02,0.014,0.053,0.151,0.762,188.5
387,2021-05-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101198,1775,0.02,0.014,0.053,0.151,0.762,165.6
388,2021-05-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101287,1775,0.02,0.014,0.053,0.151,0.762,150.7
389,2021-05-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101383,1775,0.02,0.014,0.053,0.151,0.762,132.3
390,2021-05-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,102678,1775,0.02,0.014,0.053,0.151,0.762,246.8
391,2021-05-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103082,1775,0.02,0.014,0.053,0.151,0.762,286.7
392,2021-05-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103164,1775,0.02,0.014,0.053,0.151,0.762,275.7
393,2021-05-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103253,1775,0.02,0.014,0.053,0.151,0.762,265.9
394,2021-05-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103314,1775,0.02,0.014,0.053,0.151,0.762,248.8
395,2021-05-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103352,1775,0.02,0.014,0.053,0.151,0.762,236.4
396,2021-05-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103408,1775,0.02,0.014,0.053,0.151,0.762,228.8
397,2021-05-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103494,1775,0.02,0.014,0.053,0.151,0.762,229.6
398,2021-05-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103542,1775,0.02,0.014,0.053,0.151,0.762,225.5
399,2021-05-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103613,1775,0.02,0.014,0.053,0.151,0.762,223.0
400,2021-05-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103703,1775,0.02,0.014,0.053,0.151,0.762,102.5
401,2021-05-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103752,1775,0.02,0.014,0.053,0.151,0.762,67.0
402,2021-05-17,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103797,1775,0.02,0.014,0.053,0.151,0.762,63.3
403,2021-05-18,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103831,1775,0.02,0.014,0.053,0.151,0.762,57.8
404,2021-05-19,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103872,1775,0.02,0.014,0.053,0.151,0.762,55.8
405,2021-05-20,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103898,1775,0.02,0.014,0.053,0.151,0.762,54.6
406,2021-05-21,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103965,1775,0.02,0.014,0.053,0.151,0.762,55.7
407,2021-05-22,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,103993,1775,0.02,0.014,0.053,0.151,0.762,49.9
408,2021-05-23,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104022,1775,0.02,0.014,0.053,0.151,0.762,48.0
409,2021-05-24,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104054,1775,0.02,0.014,0.053,0.151,0.762,44.1
410,2021-05-25,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104101,1775,0.02,0.014,0.053,0.151,0.762,39.8
411,2021-05-26,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104142,1775,0.02,0.014,0.053,0.151,0.762,39.0
412,2021-05-27,1,Yes,Official,"N.J. Exec. Order No. 241 (May 17, 2021)",34003,104177,1775,0.02,0.014,0.053,0.151,0.762,38.0
413,2021-05-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104206,1775,0.02,0.014,0.053,0.151,0.762,37.5
414,2021-05-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104225,1775,0.02,0.014,0.053,0.151,0.762,35.3
415,2021-05-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104237,1775,0.02,0.014,0.053,0.151,0.762,33.9
416,2021-05-31,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104255,1775,0.02,0.014,0.053,0.151,0.762,29.0
417,2021-06-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104270,1775,0.02,0.014,0.053,0.151,0.762,27.7
418,2021-06-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104287,1775,0.02,0.014,0.053,0.151,0.762,26.5
419,2021-06-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104301,1775,0.02,0.014,0.053,0.151,0.762,24.7
420,2021-06-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104315,1775,0.02,0.014,0.053,0.151,0.762,21.4
421,2021-06-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104369,1775,0.02,0.014,0.053,0.151,0.762,22.7
422,2021-06-06,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104391,1775,0.02,0.014,0.053,0.151,0.762,21.4
423,2021-06-07,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104409,1775,0.02,0.014,0.053,0.151,0.762,20.3
424,2021-06-08,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104427,1775,0.02,0.014,0.053,0.151,0.762,20.2
425,2021-06-09,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104449,1775,0.02,0.014,0.053,0.151,0.762,21.2
426,2021-06-10,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104476,1775,0.02,0.014,0.053,0.151,0.762,22.1
427,2021-06-11,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104508,1775,0.02,0.014,0.053,0.151,0.762,23.8
428,2021-06-12,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104508,1775,0.02,0.014,0.053,0.151,0.762,22.1
429,2021-06-13,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104553,1775,0.02,0.014,0.053,0.151,0.762,25.2
430,2021-06-14,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104574,1775,0.02,0.014,0.053,0.151,0.762,25.9
431,2021-06-15,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104610,1775,0.02,0.014,0.053,0.151,0.762,24.1
432,2021-06-16,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104634,1775,0.02,0.014,0.053,0.151,0.762,24.3
433,2021-06-17,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104653,1775,0.02,0.014,0.053,0.151,0.762,24.4
434,2021-06-18,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104680,1775,0.02,0.014,0.053,0.151,0.762,25.3
435,2021-06-19,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104694,1775,0.02,0.014,0.053,0.151,0.762,24.5
436,2021-06-20,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104711,1775,0.02,0.014,0.053,0.151,0.762,23.5
437,2021-06-21,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104720,1775,0.02,0.014,0.053,0.151,0.762,21.2
438,2021-06-22,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104751,1775,0.02,0.014,0.053,0.151,0.762,24.3
439,2021-06-23,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104791,1775,0.02,0.014,0.053,0.151,0.762,23.8
440,2021-06-24,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104835,1775,0.02,0.014,0.053,0.151,0.762,26.1
441,2021-06-25,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104860,1775,0.02,0.014,0.053,0.151,0.762,25.0
442,2021-06-26,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104885,1775,0.02,0.014,0.053,0.151,0.762,25.1
443,2021-06-27,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104908,1775,0.02,0.014,0.053,0.151,0.762,25.5
444,2021-06-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104921,1775,0.02,0.014,0.053,0.151,0.762,24.1
445,2021-06-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104955,1775,0.02,0.014,0.053,0.151,0.762,26.1
446,2021-06-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,104996,1775,0.02,0.014,0.053,0.151,0.762,28.5
447,2021-07-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105028,1775,0.02,0.014,0.053,0.151,0.762,30.8
448,2021-07-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105056,1775,0.02,0.014,0.053,0.151,0.762,30.5
449,2021-07-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105080,1775,0.02,0.014,0.053,0.151,0.762,28.9
450,2021-07-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105086,1775,0.02,0.014,0.053,0.151,0.762,25.1
451,2021-07-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105095,1775,0.02,0.014,0.053,0.151,0.762,23.5
452,2021-07-06,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105108,1775,0.02,0.014,0.053,0.151,0.762,22.3
453,2021-07-07,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105129,1775,0.02,0.014,0.053,0.151,0.762,22.1
454,2021-07-08,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105159,1775,0.02,0.014,0.053,0.151,0.762,23.8
455,2021-07-09,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105181,1775,0.02,0.014,0.053,0.151,0.762,22.6
456,2021-07-10,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105203,1775,0.02,0.014,0.053,0.151,0.762,20.7
457,2021-07-11,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105235,1775,0.02,0.014,0.053,0.151,0.762,20.7
458,2021-07-12,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105249,1775,0.02,0.014,0.053,0.151,0.762,19.3
459,2021-07-13,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105290,1775,0.02,0.014,0.053,0.151,0.762,21.0
460,2021-07-14,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105338,1775,0.02,0.014,0.053,0.151,0.762,25.2
461,2021-07-15,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105384,1775,0.02,0.014,0.053,0.151,0.762,28.9
462,2021-07-16,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105434,1775,0.02,0.014,0.053,0.151,0.762,32.6
463,2021-07-17,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105485,1775,0.02,0.014,0.053,0.151,0.762,35.6
464,2021-07-18,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105517,1775,0.02,0.014,0.053,0.151,0.762,35.8
465,2021-07-19,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105547,1775,0.02,0.014,0.053,0.151,0.762,36.6
466,2021-07-20,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105595,1775,0.02,0.014,0.053,0.151,0.762,39.2
467,2021-07-21,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105647,1775,0.02,0.014,0.053,0.151,0.762,41.2
468,2021-07-22,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105735,1775,0.02,0.014,0.053,0.151,0.762,48.6
469,2021-07-23,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105835,1775,0.02,0.014,0.053,0.151,0.762,54.5
470,2021-07-24,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105922,1775,0.02,0.014,0.053,0.151,0.762,58.4
471,2021-07-25,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,105987,1775,0.02,0.014,0.053,0.151,0.762,60.3
472,2021-07-26,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106059,1775,0.02,0.014,0.053,0.151,0.762,62.5
473,2021-07-27,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106138,1775,0.02,0.014,0.053,0.151,0.762,65.3
474,2021-07-28,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106239,1775,0.02,0.014,0.053,0.151,0.762,72.2
475,2021-07-29,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106361,1775,0.02,0.014,0.053,0.151,0.762,81.4
476,2021-07-30,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106473,1775,0.02,0.014,0.053,0.151,0.762,87.8
477,2021-07-31,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106588,1775,0.02,0.014,0.053,0.151,0.762,94.1
478,2021-08-01,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106692,1775,0.02,0.014,0.053,0.151,0.762,95.7
479,2021-08-02,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106777,1775,0.02,0.014,0.053,0.151,0.762,94.2
480,2021-08-03,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,106906,1775,0.02,0.014,0.053,0.151,0.762,98.4
481,2021-08-04,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,107009,1775,0.02,0.014,0.053,0.151,0.762,102.2
482,2021-08-05,2,Yes,Official,"N.J. Exec. Order No. 242 (May 24, 2021)",34003,107133,1775,0.02,0.014,0.053,0.151,0.762,107.4
483,2021-08-06,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107269,1775,0.02,0.014,0.053,0.151,0.762,113.1
484,2021-08-07,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107380,1775,0.02,0.014,0.053,0.151,0.762,114.1
485,2021-08-08,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107471,1775,0.02,0.014,0.053,0.151,0.762,111.0
486,2021-08-09,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107533,1775,0.02,0.014,0.053,0.151,0.762,106.0
487,2021-08-10,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107723,1775,0.02,0.014,0.053,0.151,0.762,113.5
488,2021-08-11,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,107878,1775,0.02,0.014,0.053,0.151,0.762,118.6
489,2021-08-12,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108073,1775,0.02,0.014,0.053,0.151,0.762,129.6
490,2021-08-13,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108214,1775,0.02,0.014,0.053,0.151,0.762,130.8
491,2021-08-14,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108434,1775,0.02,0.014,0.053,0.151,0.762,142.5
492,2021-08-15,2,Yes,Official,"N.J. Exec. Order No. 252 (Aug. 6, 2021)",34003,108442,1775,0.02,0.014,0.053,0.151,0.762,130.9
